,Headlines,Snippets,Year,Country
1428,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017,Denmark
1429,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017,Denmark
1430,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017,Denmark
1431,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017,Denmark
1432,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017,Denmark
1433,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017,Denmark
1434,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017,Denmark
1435,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017,Denmark
1436,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017,Denmark
1437,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017,Denmark
1438,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017,Denmark
1439,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017,Denmark
1440,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017,Denmark
1441,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017,Denmark
1442,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017,Denmark
1443,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017,Denmark
1444,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017,Denmark
1445,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017,Denmark
1446,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017,Denmark
1447,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017,Denmark
1448,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017,Denmark
1449,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017,Denmark
1450,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017,Denmark
1451,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017,Denmark
1452,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017,Denmark
1453,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017,Denmark
1454,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017,Denmark
1455,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017,Denmark
1456,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017,Denmark
1457,"In Denmark, Passage of Rules on Immigration Called for Cake","Inger Stolberg, the country’s integration minister, celebrated the 50th regulation against immigration, spurring a public outcry — and praise.",2017,Denmark
1458,Denmark Says ‘Key Elements’ of Russian Government Hacked Defense Ministry,The Kremlin denied the allegations that Russian hackers breached email accounts at Denmark’s Defense Ministry and Foreign Ministry in 2015 and 2016.,2017,Denmark
1459,"Old, Ill and Ordered Deported From Denmark to Afghanistan","A woman with dementia has been ordered to leave her family and return to her native country, reflecting Europe’s growing anti-immigrant sentiment.",2017,Denmark
1460,"36 Hours in Aarhus, Denmark","This small and scholarly college town is brimming with discoveries, from astounding artwork to cozy restaurants and excellent craft beer.",2017,Denmark
1461,Crown Prince of Denmark Turned Away From Australian Bar for Lack of ID,The episode has drawn attention to a new state law that has angered bar owners and patrons by requiring that identification cards be scanned to gain entry.,2017,Denmark
1462,Hamlet and the Surveillance State of Denmark,Andrew Scott’s portrayal in a London production of “Hamlet” almost banishes other performances from memory.,2017,Denmark
1463,"In Denmark, Lego House Is the New Kid on the Block","The latest Lego attraction in Billund, the company’s headquarters, offers a collection of creative zones for children and grown-ups — as well as the world’s first Lego restaurant.",2017,Denmark
1464,Denmark’s Prince Henrik Wanted to Be King. So He’ll Protest for Eternity.,"Unhappy with the title of prince consort, which he considers a mark of gender inequality, the Danish royal says he doesn’t want to be buried beside his wife, the queen.",2017,Denmark
1465,Something Is Unspoken in the State of Denmark,Free speech advocacy has become a cover for anti-Muslim nationalism.,2017,Denmark
1466,"Birth Control Pills Still Linked to Breast Cancer, Study Finds","Women using birth control pills and I.U.D.s that release hormones face a higher risk than those using methods without hormones, scientists in Denmark reported.",2017,Denmark
